id,date,incident_type,severity,status,description,reported_by,created_at
507,2025-04-20,Insider Threat,Low,Mitigated,Database latency exceeded threshold.,admin,2025-04-20 04:25:09
508,2025-04-02,Data Breach,Medium,Mitigated,Unusual outbound traffic pattern.,admin,2025-04-02 03:46:05
509,2025-06-30,Phishing Attempt,High,Investigating,Database latency exceeded threshold.,klee,2025-06-30 21:58:22
510,2025-03-18,Phishing Attempt,Critical,Resolved,User reported strange email attachment.,security_team,2025-03-18 03:34:19
511,2025-06-29,Data Breach,Critical,Investigating,Unusual outbound traffic pattern.,admin,2025-06-29 01:40:26
512,2025-03-02,Phishing Attempt,Critical,Investigating,Database latency exceeded threshold.,security_team,2025-03-02 02:21:44
513,2025-05-16,Malware Infection,High,Mitigated,Antivirus signature match found.,admin,2025-05-16 12:45:32
514,2025-09-10,SQL Injection,Low,Resolved,Database latency exceeded threshold.,asmith,2025-09-10 17:38:03
515,2025-01-01,SQL Injection,High,Closed,Antivirus signature match found.,jdoe,2025-01-01 10:33:26
516,2025-08-13,Man-in-the-Middle,Critical,False Positive,Unusual outbound traffic pattern.,security_team,2025-08-13 05:26:13
517,2025-06-02,SQL Injection,High,Resolved,Suspicious login attempt detected.,security_team,2025-06-02 08:44:03
518,2025-06-22,Insider Threat,Medium,Resolved,Unusual outbound traffic pattern.,system_monitor,2025-06-22 19:14:51
519,2025-02-10,SQL Injection,Critical,Resolved,Unusual outbound traffic pattern.,klee,2025-02-10 10:54:29
520,2025-01-03,Man-in-the-Middle,Medium,Open,Unusual outbound traffic pattern.,klee,2025-01-03 17:34:26
521,2025-09-25,Phishing Attempt,High,Mitigated,User reported strange email attachment.,klee,2025-09-25 23:23:55
522,2025-08-20,Ransomware,High,Resolved,Firewall blocked multiple port scans.,admin,2025-08-20 02:22:44
523,2025-04-16,Ransomware,Medium,Open,Antivirus signature match found.,asmith,2025-04-16 09:42:49
524,2025-06-05,DDoS Attack,Low,Mitigated,Antivirus signature match found.,security_team,2025-06-05 19:13:21
525,2024-12-18,Insider Threat,Low,Investigating,User reported strange email attachment.,jdoe,2024-12-18 17:06:46
526,2025-05-24,Ransomware,Medium,Investigating,Unusual outbound traffic pattern.,system_monitor,2025-05-24 06:49:51
527,2025-02-02,Ransomware,Critical,Open,Antivirus signature match found.,jdoe,2025-02-02 15:40:33
528,2025-03-08,DDoS Attack,High,Closed,Antivirus signature match found.,admin,2025-03-08 04:05:19
529,2025-07-14,Phishing Attempt,Low,Closed,Firewall blocked multiple port scans.,klee,2025-07-14 01:26:34
530,2025-10-27,Ransomware,Medium,Mitigated,Unusual outbound traffic pattern.,jdoe,2025-10-27 16:26:51
531,2025-06-23,DDoS Attack,Low,False Positive,Unusual outbound traffic pattern.,system_monitor,2025-06-23 14:35:43
532,2025-10-29,Insider Threat,Medium,Resolved,User reported strange email attachment.,security_team,2025-10-29 21:50:37
533,2025-10-30,DDoS Attack,Critical,Investigating,Unusual outbound traffic pattern.,security_team,2025-10-30 23:15:14
534,2025-09-25,Insider Threat,Critical,Mitigated,User reported strange email attachment.,admin,2025-09-25 13:31:59
535,2025-03-25,Data Breach,Medium,Mitigated,Database latency exceeded threshold.,admin,2025-03-25 20:23:34
536,2025-11-03,Phishing Attempt,Medium,False Positive,Unusual outbound traffic pattern.,jdoe,2025-11-03 23:50:41
537,2025-01-29,Man-in-the-Middle,Critical,False Positive,Suspicious login attempt detected.,jdoe,2025-01-29 22:43:09
538,2025-07-17,Data Breach,Low,Closed,Unusual outbound traffic pattern.,klee,2025-07-17 14:09:24
539,2025-05-01,Data Breach,Medium,Open,Suspicious login attempt detected.,klee,2025-05-01 05:19:19
540,2025-10-03,Data Breach,High,Open,Suspicious login attempt detected.,security_team,2025-10-03 22:20:23
541,2025-01-24,Insider Threat,Medium,Closed,Firewall blocked multiple port scans.,admin,2025-01-24 09:19:11
542,2025-10-06,DDoS Attack,Medium,Open,Firewall blocked multiple port scans.,asmith,2025-10-06 14:05:56
543,2025-05-16,Data Breach,Critical,Open,Database latency exceeded threshold.,security_team,2025-05-16 13:34:41
544,2025-04-04,Data Breach,Critical,False Positive,Antivirus signature match found.,admin,2025-04-04 12:12:02
545,2025-11-27,Unauthorized Access,Critical,Open,Firewall blocked multiple port scans.,system_monitor,2025-11-27 08:18:26
546,2025-03-03,Malware Infection,Medium,Open,Database latency exceeded threshold.,asmith,2025-03-03 03:47:01
547,2024-12-19,Unauthorized Access,Low,Open,Firewall blocked multiple port scans.,system_monitor,2024-12-19 07:22:51
548,2025-05-01,Ransomware,Low,Resolved,Database latency exceeded threshold.,asmith,2025-05-01 13:28:22
549,2025-07-20,DDoS Attack,Medium,False Positive,Database latency exceeded threshold.,jdoe,2025-07-20 01:22:14
550,2025-10-12,Ransomware,High,Open,Antivirus signature match found.,jdoe,2025-10-12 13:31:22
551,2024-12-11,Man-in-the-Middle,Medium,Open,Suspicious login attempt detected.,system_monitor,2024-12-11 05:21:17
552,2025-01-10,Malware Infection,High,Resolved,User reported strange email attachment.,admin,2025-01-10 10:50:50
553,2025-08-02,Malware Infection,Critical,Mitigated,Unusual outbound traffic pattern.,system_monitor,2025-08-02 15:08:58
554,2025-06-30,Phishing Attempt,Low,Open,Suspicious login attempt detected.,system_monitor,2025-06-30 07:17:29
555,2025-07-01,Malware Infection,High,Investigating,Database latency exceeded threshold.,admin,2025-07-01 12:55:38
556,2025-09-10,Insider Threat,Medium,Investigating,Suspicious login attempt detected.,jdoe,2025-09-10 12:40:56
557,2025-01-30,Data Breach,Low,Mitigated,Firewall blocked multiple port scans.,jdoe,2025-01-30 11:24:38
558,2025-03-11,DDoS Attack,High,Investigating,User reported strange email attachment.,system_monitor,2025-03-11 14:26:32
559,2025-02-02,Insider Threat,Low,Open,Firewall blocked multiple port scans.,admin,2025-02-03 01:16:13
560,2025-07-19,Ransomware,Low,False Positive,Suspicious login attempt detected.,admin,2025-07-19 11:04:38
561,2025-03-26,Unauthorized Access,Medium,Resolved,Database latency exceeded threshold.,jdoe,2025-03-27 00:33:54
562,2025-02-26,Malware Infection,Low,Investigating,User reported strange email attachment.,asmith,2025-02-26 10:43:13
563,2024-12-12,Insider Threat,Medium,Open,Suspicious login attempt detected.,admin,2024-12-12 12:18:16
564,2024-12-18,Ransomware,High,Investigating,User reported strange email attachment.,jdoe,2024-12-18 14:43:36
565,2025-08-02,Data Breach,High,Investigating,Suspicious login attempt detected.,admin,2025-08-02 08:18:02
566,2025-01-24,Insider Threat,Critical,Investigating,Antivirus signature match found.,admin,2025-01-24 10:09:47
567,2025-05-29,Man-in-the-Middle,Critical,False Positive,User reported strange email attachment.,security_team,2025-05-29 08:52:55
568,2025-02-03,Data Breach,Medium,Open,User reported strange email attachment.,admin,2025-02-03 17:02:15
569,2025-07-26,SQL Injection,High,Closed,Database latency exceeded threshold.,security_team,2025-07-26 20:38:41
570,2025-07-29,Malware Infection,Critical,Investigating,Antivirus signature match found.,asmith,2025-07-29 16:35:10
571,2025-02-05,Insider Threat,Medium,Closed,Suspicious login attempt detected.,admin,2025-02-05 07:56:16
572,2025-07-19,Ransomware,Critical,Open,Antivirus signature match found.,asmith,2025-07-19 04:59:40
573,2025-06-22,Man-in-the-Middle,High,Investigating,Suspicious login attempt detected.,security_team,2025-06-22 20:23:46
574,2025-06-20,Ransomware,Medium,False Positive,Unusual outbound traffic pattern.,asmith,2025-06-20 05:45:54
575,2025-03-17,Ransomware,Medium,Investigating,Antivirus signature match found.,klee,2025-03-17 02:08:38
576,2025-10-27,Ransomware,Low,Resolved,Database latency exceeded threshold.,security_team,2025-10-27 16:41:16
577,2025-05-19,Malware Infection,Medium,False Positive,Firewall blocked multiple port scans.,security_team,2025-05-19 20:57:53
578,2025-02-02,Unauthorized Access,Critical,Mitigated,Database latency exceeded threshold.,security_team,2025-02-02 19:45:05
579,2025-09-05,Malware Infection,High,False Positive,User reported strange email attachment.,asmith,2025-09-05 20:45:26
580,2025-07-09,Data Breach,Low,Resolved,Firewall blocked multiple port scans.,admin,2025-07-09 15:36:02
581,2025-09-17,Ransomware,Medium,Mitigated,Database latency exceeded threshold.,system_monitor,2025-09-17 07:13:35
582,2025-01-25,DDoS Attack,Critical,Mitigated,Unusual outbound traffic pattern.,asmith,2025-01-25 06:23:57
583,2025-03-03,Phishing Attempt,Low,Investigating,Suspicious login attempt detected.,admin,2025-03-03 18:14:01
584,2025-10-03,Unauthorized Access,Medium,Open,Antivirus signature match found.,klee,2025-10-03 22:10:22
585,2025-08-31,DDoS Attack,High,Closed,Unusual outbound traffic pattern.,security_team,2025-08-31 22:51:37
586,2025-08-29,Phishing Attempt,Low,Closed,User reported strange email attachment.,klee,2025-08-29 09:24:02
587,2025-06-02,Man-in-the-Middle,Critical,Closed,Unusual outbound traffic pattern.,admin,2025-06-03 00:43:53
588,2025-07-29,Insider Threat,Low,Mitigated,User reported strange email attachment.,jdoe,2025-07-29 14:33:15
589,2025-03-20,Insider Threat,Critical,Investigating,Firewall blocked multiple port scans.,security_team,2025-03-20 20:35:29
590,2025-10-31,SQL Injection,High,Resolved,Unusual outbound traffic pattern.,admin,2025-10-31 17:05:39
591,2025-06-26,Phishing Attempt,High,Investigating,Database latency exceeded threshold.,jdoe,2025-06-26 04:57:36
592,2025-05-07,Insider Threat,Low,Mitigated,Database latency exceeded threshold.,system_monitor,2025-05-07 00:28:30
593,2025-09-20,DDoS Attack,Critical,Investigating,Database latency exceeded threshold.,admin,2025-09-21 00:17:16
594,2025-05-20,Data Breach,High,Open,Antivirus signature match found.,security_team,2025-05-20 05:19:16
595,2025-05-14,DDoS Attack,Low,False Positive,Antivirus signature match found.,jdoe,2025-05-14 01:43:36
596,2025-10-30,Insider Threat,Critical,False Positive,User reported strange email attachment.,security_team,2025-10-30 02:01:14
597,2025-10-30,Data Breach,Medium,Closed,User reported strange email attachment.,admin,2025-10-30 20:26:22
598,2025-10-15,Insider Threat,Low,Mitigated,Antivirus signature match found.,jdoe,2025-10-15 17:13:10
599,2025-04-04,Insider Threat,High,False Positive,Database latency exceeded threshold.,system_monitor,2025-04-04 07:01:55
600,2025-07-06,SQL Injection,Critical,Mitigated,Firewall blocked multiple port scans.,jdoe,2025-07-06 21:57:02
601,2025-01-29,Man-in-the-Middle,High,Mitigated,Unusual outbound traffic pattern.,klee,2025-01-29 08:37:38
602,2025-03-11,Man-in-the-Middle,Medium,Resolved,Firewall blocked multiple port scans.,system_monitor,2025-03-11 04:16:09
603,2025-02-13,Phishing Attempt,High,Resolved,Database latency exceeded threshold.,jdoe,2025-02-13 01:49:41
604,2025-11-17,Malware Infection,Low,False Positive,Antivirus signature match found.,security_team,2025-11-17 20:26:25
605,2025-07-08,DDoS Attack,High,Closed,Suspicious login attempt detected.,admin,2025-07-08 07:36:30
606,2025-11-17,DDoS Attack,Low,Open,Antivirus signature match found.,security_team,2025-11-17 04:21:38
607,2025-04-14,Phishing Attempt,High,Mitigated,User reported strange email attachment.,admin,2025-04-14 06:25:39
608,2025-02-16,Unauthorized Access,Critical,Resolved,Antivirus signature match found.,system_monitor,2025-02-16 02:21:20
609,2025-11-22,Phishing Attempt,Critical,Closed,Firewall blocked multiple port scans.,security_team,2025-11-22 06:52:13
610,2025-04-06,Man-in-the-Middle,Medium,Mitigated,Antivirus signature match found.,jdoe,2025-04-06 19:32:11
611,2025-07-09,Phishing Attempt,Critical,False Positive,Firewall blocked multiple port scans.,security_team,2025-07-09 09:31:38
612,2025-04-27,Malware Infection,Critical,Resolved,Unusual outbound traffic pattern.,klee,2025-04-27 12:07:25
613,2025-10-28,Insider Threat,Medium,False Positive,Unusual outbound traffic pattern.,asmith,2025-10-28 03:56:58
614,2025-06-20,Man-in-the-Middle,Low,Open,Suspicious login attempt detected.,klee,2025-06-20 13:39:48
615,2025-01-18,Ransomware,Low,Mitigated,Database latency exceeded threshold.,jdoe,2025-01-18 18:42:59
616,2025-12-01,SQL Injection,Medium,False Positive,Suspicious login attempt detected.,klee,2025-12-01 12:41:29
617,2025-11-26,DDoS Attack,Critical,False Positive,Unusual outbound traffic pattern.,security_team,2025-11-26 12:09:27
618,2025-07-08,Data Breach,Medium,Resolved,Firewall blocked multiple port scans.,klee,2025-07-08 16:44:12
619,2025-11-07,SQL Injection,Medium,False Positive,Suspicious login attempt detected.,klee,2025-11-07 18:42:59
620,2025-05-28,Malware Infection,Medium,False Positive,Suspicious login attempt detected.,jdoe,2025-05-28 01:43:05
621,2025-09-04,Malware Infection,Low,Investigating,Antivirus signature match found.,klee,2025-09-04 14:20:08
622,2025-10-16,Unauthorized Access,Critical,Resolved,Database latency exceeded threshold.,system_monitor,2025-10-16 04:01:16
623,2024-12-11,Malware Infection,High,Closed,Firewall blocked multiple port scans.,system_monitor,2024-12-11 12:21:02
624,2025-07-29,Malware Infection,High,Closed,Unusual outbound traffic pattern.,security_team,2025-07-29 08:50:31
625,2025-05-20,Malware Infection,Critical,Resolved,Database latency exceeded threshold.,system_monitor,2025-05-20 22:04:39
626,2024-12-19,Malware Infection,Low,False Positive,Database latency exceeded threshold.,security_team,2024-12-19 10:53:57
627,2025-03-17,SQL Injection,High,Investigating,User reported strange email attachment.,klee,2025-03-17 17:53:02
628,2024-12-31,DDoS Attack,Low,Mitigated,Firewall blocked multiple port scans.,admin,2024-12-31 12:02:45
629,2025-05-24,Phishing Attempt,Low,Mitigated,Antivirus signature match found.,admin,2025-05-24 11:19:24
630,2025-04-06,Man-in-the-Middle,Critical,Open,Firewall blocked multiple port scans.,jdoe,2025-04-06 05:33:09
631,2025-09-30,Man-in-the-Middle,High,Open,Antivirus signature match found.,security_team,2025-09-30 22:14:38
632,2025-03-25,Ransomware,Critical,Closed,User reported strange email attachment.,system_monitor,2025-03-25 19:29:10
633,2025-11-11,Data Breach,High,Investigating,Unusual outbound traffic pattern.,security_team,2025-11-11 14:34:23
634,2025-10-20,Ransomware,Low,Open,Antivirus signature match found.,system_monitor,2025-10-20 15:15:31
635,2025-07-06,Ransomware,Low,Investigating,Firewall blocked multiple port scans.,klee,2025-07-06 03:19:45
636,2024-12-21,Ransomware,Low,False Positive,Database latency exceeded threshold.,admin,2024-12-21 22:47:18
637,2025-07-17,Malware Infection,High,Closed,Firewall blocked multiple port scans.,security_team,2025-07-17 20:57:51
638,2025-02-14,Data Breach,Medium,Closed,Unusual outbound traffic pattern.,system_monitor,2025-02-14 06:40:28
639,2025-02-12,Insider Threat,Medium,Investigating,Antivirus signature match found.,system_monitor,2025-02-12 17:29:37
640,2025-03-12,Man-in-the-Middle,Medium,Mitigated,Antivirus signature match found.,admin,2025-03-12 18:15:33
641,2025-10-16,Malware Infection,High,False Positive,User reported strange email attachment.,security_team,2025-10-16 06:16:59
642,2025-01-10,Malware Infection,Medium,Closed,Database latency exceeded threshold.,admin,2025-01-10 04:25:25
643,2025-05-01,Ransomware,Medium,Investigating,Unusual outbound traffic pattern.,asmith,2025-05-01 17:46:05
644,2025-04-20,Malware Infection,Medium,Open,Firewall blocked multiple port scans.,admin,2025-04-20 17:30:45
645,2025-01-30,Phishing Attempt,High,Resolved,Firewall blocked multiple port scans.,asmith,2025-01-30 03:05:29
646,2025-11-04,Unauthorized Access,Low,False Positive,Suspicious login attempt detected.,asmith,2025-11-04 19:00:39
647,2025-11-30,Ransomware,Medium,Mitigated,Suspicious login attempt detected.,jdoe,2025-11-30 16:34:27
648,2025-04-21,Phishing Attempt,Medium,Investigating,Antivirus signature match found.,admin,2025-04-21 21:25:03
649,2025-08-23,Malware Infection,High,False Positive,User reported strange email attachment.,jdoe,2025-08-23 20:21:02
650,2025-03-23,Man-in-the-Middle,Critical,Mitigated,Unusual outbound traffic pattern.,jdoe,2025-03-23 01:44:03
651,2025-01-14,SQL Injection,Low,Open,Suspicious login attempt detected.,system_monitor,2025-01-15 00:08:25
652,2025-08-25,Phishing Attempt,Medium,Closed,Antivirus signature match found.,klee,2025-08-26 00:11:27
653,2025-04-06,Ransomware,High,Mitigated,Antivirus signature match found.,klee,2025-04-07 00:17:44
654,2025-10-11,DDoS Attack,Low,False Positive,Antivirus signature match found.,jdoe,2025-10-11 10:06:55
655,2025-08-23,Man-in-the-Middle,Critical,Investigating,Unusual outbound traffic pattern.,system_monitor,2025-08-23 20:05:49
656,2025-02-02,DDoS Attack,High,Investigating,Database latency exceeded threshold.,security_team,2025-02-02 20:30:30
657,2025-10-28,Man-in-the-Middle,Low,Closed,Firewall blocked multiple port scans.,klee,2025-10-28 14:44:24
658,2025-06-11,Unauthorized Access,High,False Positive,User reported strange email attachment.,admin,2025-06-11 05:30:52
659,2025-09-06,Man-in-the-Middle,High,Mitigated,Database latency exceeded threshold.,admin,2025-09-06 05:09:11
660,2025-03-14,Malware Infection,Critical,False Positive,Firewall blocked multiple port scans.,security_team,2025-03-14 23:30:36
661,2025-03-18,DDoS Attack,High,Investigating,Unusual outbound traffic pattern.,security_team,2025-03-18 04:39:01
662,2025-05-15,Phishing Attempt,Low,Mitigated,Firewall blocked multiple port scans.,jdoe,2025-05-15 09:38:06
663,2025-07-04,Phishing Attempt,High,Resolved,Unusual outbound traffic pattern.,asmith,2025-07-04 18:23:34
664,2025-03-06,SQL Injection,Low,Resolved,User reported strange email attachment.,system_monitor,2025-03-06 17:58:33
665,2025-01-19,SQL Injection,Critical,Closed,User reported strange email attachment.,jdoe,2025-01-19 14:58:42
666,2025-06-28,Phishing Attempt,Medium,Closed,Database latency exceeded threshold.,klee,2025-06-28 02:52:28
667,2025-10-15,Man-in-the-Middle,Critical,Investigating,Firewall blocked multiple port scans.,jdoe,2025-10-15 18:52:18
668,2025-03-02,Unauthorized Access,Low,Open,Suspicious login attempt detected.,klee,2025-03-02 09:30:35
669,2025-01-29,Insider Threat,Low,Open,Antivirus signature match found.,jdoe,2025-01-29 04:38:43
670,2025-01-20,DDoS Attack,Low,Open,Suspicious login attempt detected.,admin,2025-01-20 10:30:39
671,2025-10-29,Ransomware,High,False Positive,User reported strange email attachment.,security_team,2025-10-29 08:41:16
672,2025-03-13,SQL Injection,Low,Investigating,Firewall blocked multiple port scans.,admin,2025-03-13 18:03:33
673,2025-05-31,Man-in-the-Middle,Critical,Resolved,Database latency exceeded threshold.,jdoe,2025-05-31 13:33:42
674,2025-08-25,Man-in-the-Middle,Critical,Investigating,Unusual outbound traffic pattern.,asmith,2025-08-25 06:26:18
675,2025-09-11,Phishing Attempt,High,Open,Antivirus signature match found.,jdoe,2025-09-12 01:05:59
676,2025-04-01,Phishing Attempt,High,Closed,Antivirus signature match found.,jdoe,2025-04-01 05:31:17
677,2025-02-18,Malware Infection,Low,Open,Suspicious login attempt detected.,security_team,2025-02-18 23:32:45
678,2025-09-13,Data Breach,Medium,Closed,Database latency exceeded threshold.,security_team,2025-09-13 14:31:30
679,2025-09-30,Phishing Attempt,Low,False Positive,User reported strange email attachment.,asmith,2025-09-30 18:08:59
680,2025-01-21,Unauthorized Access,Critical,False Positive,Firewall blocked multiple port scans.,asmith,2025-01-21 05:16:04
681,2025-08-18,Data Breach,Medium,Open,Database latency exceeded threshold.,security_team,2025-08-18 14:16:38
682,2025-07-03,DDoS Attack,High,Resolved,Firewall blocked multiple port scans.,asmith,2025-07-03 02:50:42
683,2025-05-17,Insider Threat,Medium,Resolved,Suspicious login attempt detected.,asmith,2025-05-17 19:42:28
684,2025-08-01,Insider Threat,Medium,Open,Suspicious login attempt detected.,admin,2025-08-01 11:25:01
685,2025-01-31,Data Breach,High,Investigating,Antivirus signature match found.,jdoe,2025-01-31 08:51:36
686,2025-08-08,Phishing Attempt,Low,Closed,User reported strange email attachment.,system_monitor,2025-08-08 05:46:19
687,2025-02-05,Insider Threat,Critical,Open,Unusual outbound traffic pattern.,asmith,2025-02-05 16:13:17
688,2025-10-24,Man-in-the-Middle,Critical,Closed,User reported strange email attachment.,klee,2025-10-24 13:27:27
689,2025-10-07,Insider Threat,Medium,False Positive,Suspicious login attempt detected.,asmith,2025-10-07 18:15:30
690,2025-05-04,Insider Threat,Critical,Resolved,Database latency exceeded threshold.,klee,2025-05-05 01:56:05
691,2025-08-31,SQL Injection,Medium,False Positive,Firewall blocked multiple port scans.,admin,2025-08-31 11:45:01
692,2025-05-14,Phishing Attempt,Critical,Resolved,Unusual outbound traffic pattern.,admin,2025-05-14 07:52:25
693,2025-01-15,Ransomware,Critical,Open,Firewall blocked multiple port scans.,klee,2025-01-15 12:58:39
694,2025-11-28,Data Breach,High,Closed,Antivirus signature match found.,security_team,2025-11-28 21:00:31
695,2025-11-29,SQL Injection,High,Mitigated,Unusual outbound traffic pattern.,asmith,2025-11-30 00:56:10
696,2025-09-02,Ransomware,Medium,Investigating,Suspicious login attempt detected.,asmith,2025-09-02 04:20:50
697,2025-03-30,Ransomware,Low,Resolved,Suspicious login attempt detected.,klee,2025-03-30 18:37:31
698,2025-08-19,DDoS Attack,Critical,Investigating,Unusual outbound traffic pattern.,jdoe,2025-08-19 19:36:41
699,2025-06-22,Phishing Attempt,Low,Resolved,Database latency exceeded threshold.,system_monitor,2025-06-22 20:12:58
700,2025-01-16,Ransomware,High,False Positive,User reported strange email attachment.,admin,2025-01-16 04:57:49
701,2025-02-15,Malware Infection,Critical,Mitigated,Database latency exceeded threshold.,klee,2025-02-15 06:11:40
702,2025-01-17,Malware Infection,Medium,Closed,User reported strange email attachment.,system_monitor,2025-01-17 22:49:50
703,2025-11-25,Insider Threat,Medium,Mitigated,Antivirus signature match found.,jdoe,2025-11-25 14:35:44
704,2025-01-26,Unauthorized Access,Medium,Open,Suspicious login attempt detected.,security_team,2025-01-26 03:25:25
705,2025-02-17,Insider Threat,Low,Investigating,Unusual outbound traffic pattern.,system_monitor,2025-02-17 07:09:32
706,2025-11-25,Insider Threat,High,False Positive,User reported strange email attachment.,security_team,2025-11-25 22:58:32
707,2025-04-22,Unauthorized Access,Low,Closed,Database latency exceeded threshold.,klee,2025-04-22 08:59:48
708,2025-10-10,Phishing Attempt,Low,Investigating,Unusual outbound traffic pattern.,system_monitor,2025-10-10 18:57:32
709,2025-09-21,Insider Threat,High,False Positive,Suspicious login attempt detected.,system_monitor,2025-09-21 04:38:34
710,2025-04-19,Phishing Attempt,Low,Closed,Antivirus signature match found.,klee,2025-04-19 02:25:09
711,2025-08-12,Ransomware,Medium,False Positive,Database latency exceeded threshold.,security_team,2025-08-12 01:12:24
712,2025-04-25,Malware Infection,Low,Resolved,Firewall blocked multiple port scans.,system_monitor,2025-04-25 22:51:13
713,2025-09-02,Unauthorized Access,Medium,Investigating,Suspicious login attempt detected.,klee,2025-09-03 00:18:34
714,2025-05-02,Malware Infection,Medium,Investigating,Database latency exceeded threshold.,jdoe,2025-05-02 17:36:15
715,2025-03-29,Data Breach,Medium,Mitigated,Firewall blocked multiple port scans.,klee,2025-03-29 13:26:34
716,2025-11-03,Unauthorized Access,Critical,Investigating,Unusual outbound traffic pattern.,security_team,2025-11-03 19:57:51
717,2025-01-29,Data Breach,Medium,Resolved,Database latency exceeded threshold.,jdoe,2025-01-29 16:31:06
718,2025-11-02,SQL Injection,Low,Open,Database latency exceeded threshold.,jdoe,2025-11-02 11:50:40
719,2025-10-21,Insider Threat,Critical,Resolved,Firewall blocked multiple port scans.,asmith,2025-10-21 11:44:59
720,2025-01-13,Insider Threat,Medium,Closed,User reported strange email attachment.,jdoe,2025-01-13 18:13:05
721,2025-06-12,Malware Infection,High,Mitigated,Suspicious login attempt detected.,asmith,2025-06-12 10:38:00
722,2025-10-16,Data Breach,Critical,Resolved,Suspicious login attempt detected.,asmith,2025-10-16 21:18:38
723,2025-07-23,Phishing Attempt,High,Open,Antivirus signature match found.,asmith,2025-07-23 10:24:22
724,2024-12-17,Ransomware,Medium,Investigating,Suspicious login attempt detected.,asmith,2024-12-17 20:03:59
725,2025-07-06,Phishing Attempt,Medium,Open,Unusual outbound traffic pattern.,admin,2025-07-06 01:13:26
726,2025-09-11,Data Breach,Critical,Mitigated,Antivirus signature match found.,klee,2025-09-11 13:09:22
727,2025-02-06,Unauthorized Access,Low,Investigating,Firewall blocked multiple port scans.,jdoe,2025-02-06 17:37:24
728,2025-02-08,Data Breach,Medium,Mitigated,Database latency exceeded threshold.,jdoe,2025-02-08 15:22:53
729,2025-09-12,Ransomware,High,Mitigated,Database latency exceeded threshold.,security_team,2025-09-12 15:56:55
730,2025-10-06,Unauthorized Access,High,Investigating,Database latency exceeded threshold.,jdoe,2025-10-06 12:05:10
731,2025-08-19,Man-in-the-Middle,Low,Investigating,Firewall blocked multiple port scans.,security_team,2025-08-19 01:22:25
732,2024-12-29,Data Breach,Medium,Resolved,User reported strange email attachment.,admin,2024-12-29 20:44:40
733,2025-07-13,Data Breach,Low,Investigating,Firewall blocked multiple port scans.,admin,2025-07-13 01:16:58
734,2025-09-14,DDoS Attack,Medium,Investigating,Antivirus signature match found.,asmith,2025-09-14 08:12:00
735,2025-10-05,Unauthorized Access,Critical,Resolved,Antivirus signature match found.,admin,2025-10-05 22:28:53
736,2025-10-17,DDoS Attack,Critical,Closed,Unusual outbound traffic pattern.,klee,2025-10-17 02:32:47
737,2025-06-15,Insider Threat,High,False Positive,Unusual outbound traffic pattern.,admin,2025-06-15 22:45:50
738,2025-08-20,Man-in-the-Middle,High,Resolved,Unusual outbound traffic pattern.,jdoe,2025-08-20 21:03:58
739,2025-11-13,Malware Infection,High,Resolved,Antivirus signature match found.,asmith,2025-11-13 14:42:25
740,2025-01-29,Data Breach,High,Closed,Database latency exceeded threshold.,security_team,2025-01-29 20:28:11
741,2025-02-10,Man-in-the-Middle,High,Mitigated,Unusual outbound traffic pattern.,jdoe,2025-02-10 17:54:17
742,2025-05-08,Malware Infection,Critical,Closed,Firewall blocked multiple port scans.,security_team,2025-05-08 08:10:20
743,2024-12-25,Man-in-the-Middle,Critical,Mitigated,Unusual outbound traffic pattern.,system_monitor,2024-12-25 11:06:29
744,2024-12-18,Data Breach,High,Mitigated,Antivirus signature match found.,security_team,2024-12-18 20:54:31
745,2025-07-09,Phishing Attempt,Critical,Open,Antivirus signature match found.,security_team,2025-07-09 02:10:48
746,2025-02-28,Unauthorized Access,Medium,Open,Database latency exceeded threshold.,admin,2025-02-28 13:00:24
747,2025-11-17,DDoS Attack,Low,False Positive,Database latency exceeded threshold.,klee,2025-11-17 02:07:14
748,2025-01-27,Unauthorized Access,Low,Closed,Firewall blocked multiple port scans.,system_monitor,2025-01-27 08:30:32
749,2025-02-27,Malware Infection,High,Open,Antivirus signature match found.,klee,2025-02-27 11:03:42
750,2025-12-04,Unauthorized Access,Low,Open,User reported strange email attachment.,admin,2025-12-04 10:06:03
751,2024-12-13,Malware Infection,Medium,Resolved,Unusual outbound traffic pattern.,security_team,2024-12-13 18:22:43
752,2025-02-24,Ransomware,Medium,False Positive,User reported strange email attachment.,klee,2025-02-24 06:54:51
753,2025-02-28,Ransomware,Low,Investigating,Antivirus signature match found.,admin,2025-02-28 20:29:35
754,2025-07-20,Phishing Attempt,High,Open,Unusual outbound traffic pattern.,security_team,2025-07-20 05:04:03
755,2025-04-08,Man-in-the-Middle,Low,Mitigated,User reported strange email attachment.,jdoe,2025-04-08 18:53:03
756,2025-06-03,Data Breach,Low,Open,Database latency exceeded threshold.,security_team,2025-06-03 11:47:13
757,2025-09-18,Insider Threat,Critical,Investigating,Antivirus signature match found.,system_monitor,2025-09-18 16:18:38
758,2025-10-24,Man-in-the-Middle,High,Mitigated,Database latency exceeded threshold.,admin,2025-10-24 19:13:49
759,2025-06-12,SQL Injection,Medium,Resolved,Database latency exceeded threshold.,security_team,2025-06-12 02:12:18
760,2025-03-23,DDoS Attack,Critical,Closed,Firewall blocked multiple port scans.,klee,2025-03-23 20:42:52
761,2025-06-15,Data Breach,High,Resolved,Suspicious login attempt detected.,security_team,2025-06-15 05:09:11
